depth_1_0000001.png	-188.5540	-49.5807	737.6498	-185.4164	-14.8409	751.7220	-150.3316	-79.2452	740.3578	-157.8147	-33.7869	757.3416	-123.4223	-89.7066	742.4543	-134.3454	-38.7982	764.5456	-92.3306	-76.2719	750.8322	-103.5179	-29.3503	764.4966	-78.4151	14.4672	742.3394	-80.7512	30.8853	752.8909	-91.2209	72.9108	769.0514	-181.8970	117.8868	787.2015	-146.4684	120.5687	795.5242	-147.2734	39.6949	773.7106
depth_1_0000002.png	-188.5813	-49.8445	737.3956	-186.8403	-13.4977	751.6234	-151.1964	-77.2343	740.1296	-158.3789	-32.5612	757.4676	-123.5984	-89.0352	742.6199	-134.9274	-37.9594	764.2521	-92.1680	-73.2355	750.0396	-105.4564	-30.3685	764.0209	-78.0415	12.7700	744.4385	-80.1229	32.6211	751.9114	-91.9879	73.0401	768.9280	-181.3899	118.9517	788.1635	-145.4500	119.5991	794.3240	-147.9565	40.8372	772.4435
depth_1_0000003.png	-189.6091	-51.8789	738.1664	-186.7788	-13.7782	751.6673	-150.4043	-78.9819	739.4812	-159.4310	-32.5472	757.0225	-122.9433	-87.0845	743.9987	-134.9765	-37.0186	764.3413	-91.4080	-73.2037	750.6960	-104.9095	-28.4826	765.7953	-76.1658	10.7093	741.6462	-80.3052	30.0916	752.7350	-91.7899	72.2997	768.6489	-181.6631	117.5228	786.5652	-146.2733	119.2844	794.1092	-148.1381	40.5609	772.9941
depth_1_0000004.png	-188.8280	-52.2345	738.2700	-185.9930	-15.7546	751.7610	-149.5349	-79.5718	741.0332	-159.8099	-34.1373	757.8320	-122.1398	-85.4218	745.5814	-134.4570	-37.7120	764.4301	-92.2684	-73.6290	751.0274	-105.3031	-28.9229	765.6705	-78.3438	14.1770	743.3518	-80.6614	32.5309	753.8037	-90.0759	72.5510	769.8083	-181.0402	115.8850	785.9461	-148.3696	118.5230	793.8572	-147.8193	39.1263	773.0059
depth_1_0000005.png	-189.0735	-51.6001	738.1462	-186.9462	-13.5419	752.8275	-150.2174	-78.7080	740.4191	-159.2327	-33.6370	758.8069	-122.6055	-89.3399	744.3351	-134.2440	-37.3233	765.2526	-93.5664	-74.8556	751.4427	-104.2419	-29.7596	766.0515	-76.4910	11.5741	743.0582	-79.7936	29.4709	751.9352	-91.3574	73.4798	768.3893	-181.9248	118.3491	787.6423	-147.0376	121.1057	795.6410	-147.2826	41.1336	773.6798
depth_1_0000006.png	-188.8085	-50.9332	738.2843	-186.5383	-14.1508	752.2228	-151.4692	-77.6888	740.2421	-159.2664	-33.2156	758.6813	-123.9098	-90.1717	742.9484	-134.4732	-38.5394	764.5004	-92.6320	-73.7082	749.9803	-103.7275	-30.5285	765.1746	-77.0464	12.4148	743.6539	-79.5097	30.4911	753.0709	-91.9551	72.6974	768.4080	-183.1813	117.2720	787.4332	-146.0714	119.3370	793.3510	-148.0184	39.4372	773.1827
depth_1_0000007.png	-188.6302	-49.9977	738.8468	-185.7576	-14.0417	752.7444	-149.8655	-77.2235	741.1888	-159.9890	-32.1775	758.6802	-123.6582	-87.2752	744.3578	-135.2134	-37.0182	765.0190	-92.2139	-72.6249	751.0094	-105.9128	-28.0966	766.1697	-77.2066	10.9720	742.6174	-80.6009	30.9157	753.9211	-92.0280	73.1566	768.9774	-181.6049	117.4301	787.1832	-147.2741	119.9161	794.9308	-147.3525	40.5785	773.3519
depth_1_0000008.png	-189.1306	-53.0602	738.9270	-187.5387	-14.2937	752.8627	-150.6500	-77.7113	740.2117	-158.7057	-33.1479	758.6982	-123.1039	-89.8270	743.7827	-134.2513	-38.1147	765.5301	-91.4838	-72.8672	750.7414	-104.6233	-29.2182	766.1351	-77.9442	11.7470	743.2696	-79.7723	31.6191	753.1722	-92.7179	72.1947	769.1072	-181.8551	117.6687	786.8868	-146.9613	119.6623	795.9673	-148.3387	39.6862	773.9512
depth_1_0000009.png	-189.1450	-52.7432	738.5200	-187.0706	-16.5581	751.0514	-149.5596	-79.2102	740.6493	-160.3893	-35.7182	758.0737	-122.7423	-88.8845	744.2953	-134.7201	-39.1149	764.9810	-93.6559	-76.5198	751.0225	-104.9998	-29.8579	765.8867	-77.7375	12.1222	742.9147	-80.0921	31.5122	754.7798	-91.9847	72.4827	768.8979	-181.5966	116.7012	786.7314	-147.9299	119.3953	795.2444	-147.9882	39.5502	773.2807
depth_1_0000010.png	-188.6875	-50.7149	738.7167	-187.2872	-13.9015	753.0590	-150.9442	-79.0355	740.8645	-160.3239	-32.7863	758.9915	-123.5306	-89.1078	744.5521	-134.7119	-38.2170	765.4971	-92.6941	-74.0242	750.6716	-106.1376	-28.8947	766.3646	-77.7294	10.4350	742.1588	-80.7438	31.8301	753.8875	-93.0358	73.9155	768.7123	-182.1172	116.8401	786.8231	-147.5138	119.0784	795.3755	-148.1217	39.7990	774.0188
depth_1_0000011.png	-189.4065	-53.2950	739.5106	-188.2376	-14.6418	753.5062	-152.0241	-78.2554	740.5183	-159.6989	-33.7552	759.6314	-124.2449	-89.2646	744.5012	-135.2367	-38.6870	765.3400	-92.1456	-73.6714	750.5465	-105.6773	-31.3551	766.2667	-77.0314	11.4027	743.5020	-79.6208	30.1589	753.0490	-93.0794	72.2503	769.1440	-183.3479	117.5854	788.3547	-146.7911	119.5690	795.7466	-148.6126	39.5938	773.8557
depth_1_0000012.png	-189.4291	-53.5924	739.6933	-186.0000	-16.6069	753.2038	-150.2438	-78.1015	740.9795	-158.9746	-33.7986	760.1969	-123.5672	-90.0851	745.8290	-133.9594	-39.0144	766.9172	-91.7820	-74.1782	751.7296	-104.9699	-30.4504	766.3432	-76.1374	11.7986	742.9792	-80.6231	29.3437	755.0544	-92.1769	72.7163	769.6743	-182.6835	116.8788	788.2018	-148.1257	119.0193	796.4086	-148.5854	39.2031	774.0995
depth_1_0000013.png	-189.9483	-55.0332	740.1926	-187.2487	-16.3351	753.8883	-151.0560	-77.6002	741.9172	-159.5188	-33.9893	759.6985	-123.2108	-89.9471	745.8323	-134.7054	-39.0194	767.4052	-91.1260	-73.9386	752.4085	-104.6787	-30.5859	768.0012	-76.8982	9.9620	744.3616	-81.4761	29.2902	753.8372	-90.8825	72.0825	770.5460	-182.4226	116.7687	789.4086	-147.3500	119.0771	795.8957	-148.3317	38.3442	775.0338
depth_1_0000014.png	-189.6785	-53.1885	740.2258	-185.9100	-15.0305	754.4459	-150.2852	-81.4725	742.3611	-158.8273	-33.8712	760.4034	-124.6990	-88.8416	745.7851	-134.6759	-39.0136	766.9865	-91.8234	-73.3127	751.7293	-104.9932	-31.3162	767.6085	-77.1145	10.2203	744.1298	-80.1069	31.9397	756.6519	-92.4022	74.0939	770.1113	-184.4053	115.3864	789.1393	-150.2834	119.0111	795.6115	-147.7367	39.4303	774.5056
depth_1_0000015.png	-186.3446	-54.9858	739.5654	-185.6970	-16.5782	754.2953	-150.4632	-79.7610	742.8908	-157.9203	-35.0396	760.6650	-123.2588	-90.2477	746.1657	-134.3175	-40.5463	767.1830	-91.1165	-74.6945	752.9379	-104.1292	-31.2737	768.0744	-76.3997	10.2122	744.9108	-80.1482	30.6854	756.2590	-92.7553	71.6265	770.3838	-182.0013	115.4922	788.5991	-147.3134	117.4494	795.8487	-147.7634	37.9917	775.1368
depth_1_0000016.png	-188.5453	-54.7836	741.5328	-185.2221	-17.6547	754.4229	-150.1911	-81.2376	742.5565	-157.1095	-35.4117	761.1932	-122.3088	-90.1022	747.6004	-134.2881	-39.8188	768.1028	-91.4546	-75.1446	753.9875	-103.4827	-30.7106	768.8743	-75.9459	12.0269	745.9514	-79.8376	30.4931	757.0865	-92.4161	72.3089	770.8529	-183.4190	115.1313	789.7365	-148.7383	117.8429	796.4926	-147.9331	37.9603	776.0341
depth_1_0000017.png	-186.9613	-55.1308	741.3625	-185.2113	-16.4183	755.2708	-148.8327	-82.9231	743.3402	-158.0572	-35.1240	761.6702	-122.8924	-90.6163	748.1308	-135.0111	-39.8862	767.9844	-90.5425	-74.8460	754.0601	-103.6484	-30.7811	768.8732	-76.0413	9.5113	746.8416	-80.2554	29.4303	757.8651	-91.8707	72.9886	770.9445	-181.7704	116.3702	789.9997	-147.0183	117.0983	796.5403	-146.9138	38.4483	776.4891
depth_1_0000018.png	-188.1553	-56.0496	742.2357	-186.2053	-16.1625	755.1393	-149.2401	-82.0283	743.8611	-158.1600	-35.8711	761.5864	-123.2082	-92.6219	747.3264	-134.3844	-40.2618	767.5036	-90.4265	-76.6566	754.9142	-103.6326	-32.0244	769.0833	-75.5636	10.3537	746.3161	-79.0285	29.1925	756.8430	-92.7947	72.0075	771.6270	-182.8025	116.4820	789.7286	-147.8951	118.2782	797.7574	-147.9119	38.1895	775.9050
depth_1_0000019.png	-187.2438	-54.8687	741.8283	-185.4612	-19.3662	754.3132	-148.1581	-81.7199	743.9542	-156.3204	-37.3392	760.6457	-121.4803	-91.5424	748.3187	-133.5560	-41.5781	768.6774	-89.8572	-75.4484	754.2432	-102.7693	-31.8011	768.2066	-77.5739	11.9398	746.6123	-81.2244	30.0845	756.5623	-92.5162	71.5150	771.9576	-183.6255	115.8251	790.2503	-149.3092	118.9821	797.1565	-147.2859	36.9710	776.2218
depth_1_0000020.png	-185.6365	-53.2374	741.4608	-185.8875	-15.7273	755.3054	-149.6686	-80.2454	743.1828	-157.8458	-34.2162	761.7443	-123.2388	-91.2370	746.6187	-133.3497	-39.6040	767.6345	-90.6467	-76.4752	753.4100	-104.0132	-30.9881	768.8307	-77.0420	11.0241	746.6384	-80.3981	31.3404	757.7147	-93.2309	73.5058	770.7013	-182.2224	115.5563	788.4644	-148.2284	117.8394	797.0876	-147.9449	38.0468	776.1497
depth_1_0000021.png	-186.4480	-53.6404	741.6082	-185.1529	-16.7561	754.7280	-148.0506	-79.8884	742.9988	-158.0076	-34.2107	761.2382	-122.3252	-89.5447	747.2573	-134.2514	-38.9105	768.7440	-90.9250	-73.9609	753.5389	-104.0281	-29.4728	768.4152	-76.0121	10.6932	745.9504	-80.4648	30.8499	757.1632	-93.4010	73.7974	771.1385	-183.9672	116.6488	790.2724	-150.0565	120.5495	796.8402	-147.4921	39.7938	775.7934
depth_1_0000022.png	-187.5920	-54.6968	741.6898	-184.6286	-18.0039	754.2112	-148.4027	-81.3625	742.5680	-156.7122	-35.3206	760.8143	-121.5671	-90.0222	747.0316	-133.7128	-39.4473	767.7248	-90.5459	-74.8750	753.4833	-103.8356	-30.1010	768.3230	-77.0909	11.1760	745.7180	-81.5998	30.0975	755.7024	-91.7061	72.7340	771.4283	-181.3635	115.8686	788.7842	-147.9308	118.6562	796.6328	-147.4758	37.9560	775.5588
depth_1_0000023.png	-186.3639	-52.3170	740.9918	-185.9630	-15.6957	753.7643	-150.2085	-79.4525	742.1837	-157.6523	-33.3576	761.1888	-122.1732	-90.8127	746.5676	-133.7414	-39.6442	766.9650	-91.0188	-71.6932	752.5048	-104.0980	-30.2797	767.5287	-77.8256	13.0586	745.2802	-80.8346	31.0239	755.5276	-92.9520	72.9839	770.6716	-183.0841	118.3302	788.6118	-147.6484	119.5573	796.6003	-148.1329	39.0192	775.1516
depth_1_0000024.png	-187.7380	-53.3452	741.2231	-185.0775	-15.8474	754.3975	-149.9483	-80.3688	742.2449	-157.6728	-34.1042	760.4904	-122.8327	-89.2561	746.2363	-133.7719	-39.0070	766.6274	-90.9843	-73.7510	751.7501	-103.8289	-30.0377	768.0265	-77.1067	9.9100	745.0501	-81.0969	29.3991	754.5525	-92.2983	73.1385	770.3755	-182.1598	117.2534	788.4161	-147.5470	119.2626	796.3597	-148.2739	39.8549	774.6733
depth_1_0000025.png	-187.7680	-53.1206	741.4051	-186.0572	-17.3420	754.7327	-149.3968	-80.1543	742.8590	-157.3238	-34.0253	760.1529	-122.7483	-87.9288	747.0513	-133.6370	-38.9816	767.7427	-91.8770	-73.8217	753.5268	-103.8196	-29.2621	767.8829	-77.4990	12.3977	744.2775	-80.8854	30.5554	754.8381	-92.0444	73.4207	771.3117	-182.2823	115.0371	788.1584	-150.2259	118.3818	795.2975	-148.1626	38.1436	775.4532
depth_1_0000026.png	-188.4306	-54.5679	741.3315	-185.9676	-16.0226	754.3917	-150.4155	-78.9223	742.8094	-158.2002	-34.5351	760.4352	-123.4827	-89.3331	746.7106	-134.9232	-39.6731	767.5139	-91.8638	-72.4077	752.9375	-104.9259	-30.0867	767.8618	-76.9993	12.0103	743.9860	-80.3222	30.9167	756.6068	-91.4747	72.6929	773.6392	-182.3318	118.2537	789.2803	-148.4200	119.8358	798.1231	-148.0649	38.6857	775.9911
